"","year","variety_id","region","location"
"2387",1997,"lewis_hybrids-360","region3","perry"
"2388",1997,"illinois_pride_genetics-SALINE","region3","monmouth"
"2389",1997,"illinois_pride_genetics-SALINE","region3","perry"
"2390",1997,"stone_seed_group-SE_3897","region3","monmouth"
"2391",1997,"stone_seed_group-SE_3897","region3","perry"
"2392",1997,"illinois_pride_genetics-MAVERICK","region3","monmouth"
"2393",1997,"illinois_pride_genetics-MAVERICK","region3","perry"
"2394",1997,"growmark-HS_3361","region3","monmouth"
"2395",1997,"growmark-HS_3361","region3","perry"
"2408",1997,"callahan_seeds-7317","region3","perry"
"2409",1997,"wilken_seed_grains-3468","region3","monmouth"
"2410",1997,"wilken_seed_grains-3468","region3","perry"
"2411",1997,"golden_harvest-H_1365","region3","monmouth"
"2412",1997,"golden_harvest-H_1365","region3","perry"
"2413",1997,"callahan_seeds-8363_X","region3","monmouth"
"2414",1997,"callahan_seeds-8363_X","region3","perry"
"2415",1997,"pioneer-9352","region3","monmouth"
"2416",1997,"pioneer-9352","region3","perry"
"2417",1997,"wilken_seed_grains-3494","region3","monmouth"
"2418",1997,"wilken_seed_grains-3494","region3","perry"
"2419",1997,"kruger_seed_co-K_3232+","region3","monmouth"
"2420",1997,"kruger_seed_co-K_3232+","region3","perry"
"2421",1997,"stine_seed_co-3683","region3","monmouth"
"2422",1997,"stine_seed_co-3683","region3","perry"
"2423",1997,"kruger_seed_co-K_3230+","region3","monmouth"
"2460",1997,"agratech-AT_324","region3","perry"
"2461",1997,"stine_seed_co-3660","region3","monmouth"
"2462",1997,"stine_seed_co-3660","region3","perry"
"2463",1997,"becks_hybrids-351","region3","monmouth"
"2464",1997,"becks_hybrids-351","region3","perry"
"2465",1997,"kruger_seed_co-KB_3313","region3","monmouth"
"2466",1997,"kruger_seed_co-KB_3313","region3","perry"
"2467",1997,"kruger_seed_co-K_3132","region3","monmouth"
"2517",1997,"kruger_seed_co-K_3444_SCN","region3","monmouth"
"2518",1997,"kruger_seed_co-K_3444_SCN","region3","perry"
"2519",1997,"terra_international-E_364_T","region3","monmouth"
"2520",1997,"terra_international-E_364_T","region3","perry"
"2521",1997,"terra_international-TS_364","region3","monmouth"
"2522",1997,"terra_international-TS_364","region3","perry"
"2545",1997,"kruger_seed_co-K_3230+","region3","perry"
"2546",1997,"becks_hybrids-386","region3","monmouth"
"2547",1997,"becks_hybrids-386","region3","perry"
"2548",1997,"crows_hybrid_corn_co-33003","region3","monmouth"
"2549",1997,"crows_hybrid_corn_co-33003","region3","perry"
"2550",1997,"mavrick-7323","region3","monmouth"
"2551",1997,"mavrick-7323","region3","perry"
"2552",1997,"lg_seeds-LG_6339","region3","monmouth"
"2553",1997,"lg_seeds-LG_6339","region3","perry"
"2554",1997,"kruger_seed_co-K_3555","region3","monmouth"
"2555",1997,"kruger_seed_co-K_3555","region3","perry"
"2556",1997,"merschman_seeds-FILLMORE_IV","region3","monmouth"
"2557",1997,"merschman_seeds-FILLMORE_IV","region3","perry"
"2558",1997,"agratech-AT_396","region3","monmouth"
"2559",1997,"agratech-AT_396","region3","perry"
"2560",1997,"stine_seed_co-3480","region3","monmouth"
"2561",1997,"stine_seed_co-3480","region3","perry"
"2562",1997,"lewis_hybrids-363","region3","monmouth"
"2563",1997,"lewis_hybrids-363","region3","perry"
"2564",1997,"kruger_seed_co-K_3769+","region3","monmouth"
"2565",1997,"kruger_seed_co-K_3769+","region3","perry"
"2566",1997,"great_lakes_hybrids-GL_3141","region3","monmouth"
"2567",1997,"great_lakes_hybrids-GL_3141","region3","perry"
"2568",1997,"uap_seeds-DG_3378_N","region3","monmouth"
"2569",1997,"uap_seeds-DG_3378_N","region3","perry"
"2570",1997,"agratech-AT_335","region3","monmouth"
"2571",1997,"agratech-AT_335","region3","perry"
"2572",1997,"crows_hybrid_corn_co-38004","region3","monmouth"
"2573",1997,"crows_hybrid_corn_co-38004","region3","perry"
"2574",1997,"kscchallenger-K_3505+","region3","monmouth"
"2575",1997,"kscchallenger-K_3505+","region3","perry"
"2576",1997,"wilken_seed_grains-WE_456","region3","monmouth"
"2577",1997,"wilken_seed_grains-WE_456","region3","perry"
"2578",1997,"griffith_seed_co-PL_3305_N","region3","monmouth"
"2579",1997,"griffith_seed_co-PL_3305_N","region3","perry"
"2580",1997,"agratech-AT_324","region3","monmouth"
"2643",1997,"garst_seed_co-EX_7346","region3","monmouth"
"2768",1997,"kruger_seed_co-K_3939_A","region3","monmouth"
"2769",1997,"kruger_seed_co-K_3939_A","region3","perry"
"2770",1997,"wilken_seed_grains-WE_308","region3","monmouth"
"2771",1997,"wilken_seed_grains-WE_308","region3","perry"
"2772",1997,"hoblit_seed_co-EXP_541","region3","monmouth"
"2773",1997,"hoblit_seed_co-EXP_541","region3","perry"
"2774",1997,"dairyland_seed_co-DSR_325","region3","monmouth"
"2775",1997,"dairyland_seed_co-DSR_325","region3","perry"
"2776",1997,"agripro_seeds-AP_3414","region3","monmouth"
"2777",1997,"agripro_seeds-AP_3414","region3","perry"
"2778",1997,"crows_hybrid_corn_co-33004","region3","monmouth"
"2779",1997,"crows_hybrid_corn_co-33004","region3","perry"
"2780",1997,"callahan_seeds-5390","region3","monmouth"
"2781",1997,"callahan_seeds-5390","region3","perry"
"2782",1997,"griffith_seed_co-PL_3033","region3","monmouth"
"2783",1997,"griffith_seed_co-PL_3033","region3","perry"
"2784",1997,"kruger_seed_co-K_3303","region3","monmouth"
"2785",1997,"kruger_seed_co-K_3303","region3","perry"
"2786",1997,"mavrick-8333_N","region3","monmouth"
"2823",1997,"uap_seeds-DG_3367","region3","perry"
"2824",1997,"agratech-AT_333","region3","monmouth"
"2825",1997,"agratech-AT_333","region3","perry"
"2826",1997,"wilken_seed_grains-WE_303","region3","monmouth"
"2827",1997,"wilken_seed_grains-WE_303","region3","perry"
"2828",1997,"illinois_pride_genetics-IROQUOIS","region3","monmouth"
"2829",1997,"illinois_pride_genetics-IROQUOIS","region3","perry"
"2830",1997,"pioneer-9306","region3","monmouth"
"2831",1997,"pioneer-9306","region3","perry"
"2832",1997,"terra_international-TS_325","region3","monmouth"
"2833",1997,"terra_international-TS_325","region3","perry"
"2834",1997,"agripro_seeds-AP_3868","region3","monmouth"
"2835",1997,"agripro_seeds-AP_3868","region3","perry"
"2836",1997,"kruger_seed_co-K_3779","region3","monmouth"
"2837",1997,"kruger_seed_co-K_3779","region3","perry"
"2838",1997,"growmark-HS_3251","region3","monmouth"
"2839",1997,"growmark-HS_3251","region3","perry"
"2871",1997,"garst_seed_co-D_308","region3","perry"
"2872",1997,"kruger_seed_co-K_3737","region3","monmouth"
"2873",1997,"kruger_seed_co-K_3737","region3","perry"
"2874",1997,"lg_seeds-LG_6369","region3","monmouth"
"2875",1997,"lg_seeds-LG_6369","region3","perry"
"2876",1997,"kruger_seed_co-K_3222","region3","monmouth"
"2877",1997,"kruger_seed_co-K_3222","region3","perry"
"2878",1997,"lg_seeds-LG_6395","region3","monmouth"
"2879",1997,"lg_seeds-LG_6395","region3","perry"
"2880",1997,"kruger_seed_co-K_3777","region3","monmouth"
"2881",1997,"kruger_seed_co-K_3777","region3","perry"
"2882",1997,"merschman_seeds-EISENHOWER_IV","region3","monmouth"
"2883",1997,"merschman_seeds-EISENHOWER_IV","region3","perry"
"2884",1997,"garst_seed_co-D_331","region3","monmouth"
"2885",1997,"garst_seed_co-D_331","region3","perry"
"2908",1997,"mavrick-8333_N","region3","perry"
"2909",1997,"terra_international-TS_357","region3","monmouth"
"2910",1997,"terra_international-TS_357","region3","perry"
"2911",1997,"hoblit_seed_co-HB_333","region3","monmouth"
"2912",1997,"hoblit_seed_co-HB_333","region3","perry"
"2913",1997,"uap_seeds-DG_3331_N","region3","monmouth"
"2914",1997,"uap_seeds-DG_3331_N","region3","perry"
"2915",1997,"freedom_seed_co-4355","region3","monmouth"
"2916",1997,"freedom_seed_co-4355","region3","perry"
"2917",1997,"kruger_seed_co-K_3525","region3","monmouth"
"2918",1997,"kruger_seed_co-K_3525","region3","perry"
"2919",1997,"illinois_pride_genetics-MACON","region3","monmouth"
"2920",1997,"illinois_pride_genetics-MACON","region3","perry"
"2921",1997,"growmark-HS_3362","region3","monmouth"
"2922",1997,"growmark-HS_3362","region3","perry"
"2923",1997,"uap_seeds-DG_3368","region3","monmouth"
"2924",1997,"uap_seeds-DG_3368","region3","perry"
"2925",1997,"willcross-92","region3","monmouth"
"2926",1997,"willcross-92","region3","perry"
"2927",1997,"golden_harvest-H_1394","region3","monmouth"
"2928",1997,"golden_harvest-H_1394","region3","perry"
"2929",1997,"dekalb_genetics_corp-CX_351","region3","monmouth"
"2930",1997,"dekalb_genetics_corp-CX_351","region3","perry"
"2931",1997,"great_lakes_hybrids-GL_3396","region3","monmouth"
"2932",1997,"great_lakes_hybrids-GL_3396","region3","perry"
"2933",1997,"dekalb_genetics_corp-CX_313","region3","monmouth"
"2934",1997,"dekalb_genetics_corp-CX_313","region3","perry"
"2935",1997,"hoblit_seed_co-HB_347","region3","monmouth"
"2936",1997,"hoblit_seed_co-HB_347","region3","perry"
"2937",1997,"dekalb_genetics_corp-CX_339_C","region3","monmouth"
"2938",1997,"dekalb_genetics_corp-CX_339_C","region3","perry"
"2939",1997,"dekalb_genetics_corp-CX_375","region3","monmouth"
"2940",1997,"dekalb_genetics_corp-CX_375","region3","perry"
"2941",1997,"kruger_seed_co-K_3500","region3","monmouth"
"2942",1997,"kruger_seed_co-K_3500","region3","perry"
"2943",1997,"uap_seeds-DG_3367","region3","monmouth"
"2953",1997,"golden_harvest-H_1383","region3","monmouth"
"2954",1997,"golden_harvest-H_1383","region3","perry"
"2955",1997,"becks_hybrids-395","region3","monmouth"
"2956",1997,"becks_hybrids-395","region3","perry"
"2957",1997,"kscchallenger-KB_3424+","region3","monmouth"
"2958",1997,"kscchallenger-KB_3424+","region3","perry"
"2959",1997,"kruger_seed_co-K_3404","region3","monmouth"
"2960",1997,"kruger_seed_co-K_3404","region3","perry"
"2961",1997,"stine_seed_co-3870","region3","monmouth"
"2962",1997,"stine_seed_co-3870","region3","perry"
"2963",1997,"kruger_seed_co-K_3434_A","region3","monmouth"
"2964",1997,"kruger_seed_co-K_3434_A","region3","perry"
"2965",1997,"terra_international-TS_315","region3","monmouth"
"2966",1997,"terra_international-TS_315","region3","perry"
"2967",1997,"terra_international-E_317","region3","monmouth"
"2968",1997,"terra_international-E_317","region3","perry"
"2969",1997,"callahan_seeds-6330","region3","monmouth"
"2970",1997,"callahan_seeds-6330","region3","perry"
"2971",1997,"kruger_seed_co-K_3505+","region3","monmouth"
"2972",1997,"kruger_seed_co-K_3505+","region3","perry"
"2973",1997,"kruger_seed_co-K_3424","region3","monmouth"
"2974",1997,"kruger_seed_co-K_3424","region3","perry"
"2975",1997,"stine_seed_co-3380","region3","monmouth"
"2976",1997,"stine_seed_co-3380","region3","perry"
"2977",1997,"kruger_seed_co-KB_3505","region3","monmouth"
"2978",1997,"kruger_seed_co-KB_3505","region3","perry"
"2979",1997,"crows_hybrid_corn_co-32003","region3","monmouth"
"2980",1997,"crows_hybrid_corn_co-32003","region3","perry"
"2981",1997,"kruger_seed_co-K_3999","region3","monmouth"
"2982",1997,"kruger_seed_co-K_3999","region3","perry"
"2983",1997,"growmark-HT_361","region3","monmouth"
"2984",1997,"growmark-HT_361","region3","perry"
"2985",1997,"merschman_seeds-TRUMAN_V","region3","monmouth"
"2986",1997,"merschman_seeds-TRUMAN_V","region3","perry"
"2987",1997,"kruger_seed_co-K_3132+","region3","monmouth"
"2988",1997,"kruger_seed_co-K_3132+","region3","perry"
"2989",1997,"kruger_seed_co-K_3939+","region3","monmouth"
"2990",1997,"kruger_seed_co-K_3939+","region3","perry"
"2991",1997,"garst_seed_co-D_308","region3","monmouth"
"3083",1997,"golden_harvest-H_1337","region3","monmouth"
"3084",1997,"golden_harvest-H_1337","region3","perry"
"3085",1997,"willcross-9539_N","region3","monmouth"
"3086",1997,"willcross-9539_N","region3","perry"
"3087",1997,"agripro_seeds-AP_3250","region3","monmouth"
"3088",1997,"agripro_seeds-AP_3250","region3","perry"
"3089",1997,"willcross-9435","region3","monmouth"
"3090",1997,"willcross-9435","region3","perry"
"3091",1997,"callahan_seeds-7388","region3","monmouth"
"3092",1997,"callahan_seeds-7388","region3","perry"
"3093",1997,"willcross-94","region3","monmouth"
"3094",1997,"willcross-94","region3","perry"
"3095",1997,"willcross-9733","region3","monmouth"
"3096",1997,"willcross-9733","region3","perry"
"3097",1997,"dairyland_seed_co-DSR_314_STS","region3","monmouth"
"3098",1997,"dairyland_seed_co-DSR_314_STS","region3","perry"
"3099",1997,"agratech-AT_315","region3","monmouth"
"3100",1997,"agratech-AT_315","region3","perry"
"3101",1997,"dekalb_genetics_corp-CX_399","region3","monmouth"
"3102",1997,"dekalb_genetics_corp-CX_399","region3","perry"
"3103",1997,"kruger_seed_co-K_39_RR_SCN","region3","monmouth"
"3104",1997,"kruger_seed_co-K_39_RR_SCN","region3","perry"
"3105",1997,"dekalb_genetics_corp-CX_377","region3","monmouth"
"3106",1997,"dekalb_genetics_corp-CX_377","region3","perry"
"3107",1997,"dekalb_genetics_corp-CX_368","region3","monmouth"
"3108",1997,"dekalb_genetics_corp-CX_368","region3","perry"
"3109",1997,"dairyland_seed_co-DSR_370_STS","region3","monmouth"
"3110",1997,"dairyland_seed_co-DSR_370_STS","region3","perry"
"3111",1997,"growmark-E_3170","region3","monmouth"
"3112",1997,"growmark-E_3170","region3","perry"
"3359",1998,"agratech-AT_350","region3","monmouth"
"3360",1998,"agratech-AT_350","region3","perry"
"3361",1998,"agratech-AT_385_STS","region3","monmouth"
"3362",1998,"agratech-AT_385_STS","region3","perry"
"3363",1998,"agratech-AT_39_RR","region3","monmouth"
"3364",1998,"agratech-AT_39_RR","region3","perry"
"3365",1998,"agripro_seeds-AP_3250","region3","monmouth"
"3598",1998,"agratech-AT_333","region3","monmouth"
"3599",1998,"agratech-AT_333","region3","perry"
"3600",1998,"agratech-AT_34_RR","region3","monmouth"
"3601",1998,"agratech-AT_34_RR","region3","perry"
"3609",1998,"agripro_seeds-AP_3250","region3","perry"
"3610",1998,"agripro_seeds-AP_3414","region3","monmouth"
"3611",1998,"agripro_seeds-AP_3414","region3","perry"
"3612",1998,"agripro_seeds-AP_3616","region3","monmouth"
"3613",1998,"agripro_seeds-AP_3616","region3","perry"
"3614",1998,"agripro_seeds-AP_3880","region3","monmouth"
"3615",1998,"agripro_seeds-AP_3880","region3","perry"
"3616",1998,"becks_hybrids-351","region3","monmouth"
"3617",1998,"becks_hybrids-351","region3","perry"
"3618",1998,"becks_hybrids-395","region3","monmouth"
"3619",1998,"becks_hybrids-395","region3","perry"
"3620",1998,"callahan_seeds-6330","region3","monmouth"
"3621",1998,"callahan_seeds-6330","region3","perry"
"3622",1998,"callahan_seeds-7317","region3","monmouth"
"3623",1998,"callahan_seeds-7317","region3","perry"
"3624",1998,"callahan_seeds-7383","region3","monmouth"
"3625",1998,"callahan_seeds-7383","region3","perry"
"3626",1998,"callahan_seeds-8348_X","region3","monmouth"
"3627",1998,"callahan_seeds-8348_X","region3","perry"
"3628",1998,"callahan_seeds-8363","region3","monmouth"
"3629",1998,"callahan_seeds-8363","region3","perry"
"3630",1998,"callahan_seeds-9310_STSX","region3","monmouth"
"3631",1998,"callahan_seeds-9310_STSX","region3","perry"
"3632",1998,"callahan_seeds-9366_RRX","region3","monmouth"
"3633",1998,"callahan_seeds-9366_RRX","region3","perry"
"3634",1998,"crows_hybrid_corn_co-32003","region3","monmouth"
"3635",1998,"crows_hybrid_corn_co-32003","region3","perry"
"3772",1998,"stine_seed_co-3590_0","region3","monmouth"
"3773",1998,"stine_seed_co-3590_0","region3","perry"
"3774",1998,"stine_seed_co-3683","region3","monmouth"
"3775",1998,"stine_seed_co-3683","region3","perry"
"3776",1998,"stine_seed_co-3690_0","region3","monmouth"
"3777",1998,"stine_seed_co-3690_0","region3","perry"
"3778",1998,"stine_seed_co-3870_0","region3","monmouth"
"3779",1998,"stine_seed_co-3870_0","region3","perry"
"3780",1998,"stine_seed_co-3990_0","region3","monmouth"
"3781",1998,"stine_seed_co-3990_0","region3","perry"
"3782",1998,"terra_international-E_348","region3","monmouth"
"3783",1998,"terra_international-E_348","region3","perry"
"3784",1998,"terra_international-TS_317","region3","monmouth"
"3785",1998,"terra_international-TS_317","region3","perry"
"3786",1998,"terra_international-TS_364_T","region3","monmouth"
"3787",1998,"terra_international-TS_364_T","region3","perry"
"3788",1998,"uap_seeds-DG_3304","region3","monmouth"
"3789",1998,"uap_seeds-DG_3304","region3","perry"
"3790",1998,"uap_seeds-DG_3331_N","region3","monmouth"
"3791",1998,"uap_seeds-DG_3331_N","region3","perry"
"3792",1998,"uap_seeds-DG_3395","region3","monmouth"
"3793",1998,"uap_seeds-DG_3395","region3","perry"
"3794",1998,"wilken_seed_grains-3494","region3","monmouth"
"3795",1998,"wilken_seed_grains-3494","region3","perry"
"3796",1998,"wilken_seed_grains-WE_545","region3","monmouth"
"3797",1998,"wilken_seed_grains-WE_545","region3","perry"
"3845",1998,"kruger_seed_co-K_3545","region3","monmouth"
"3846",1998,"kruger_seed_co-K_3545","region3","perry"
"3847",1998,"kruger_seed_co-K_3636","region3","monmouth"
"3848",1998,"kruger_seed_co-K_3636","region3","perry"
"3849",1998,"kruger_seed_co-K_3636_A","region3","monmouth"
"3850",1998,"kruger_seed_co-K_3636_A","region3","perry"
"3881",1998,"dairyland_seed_co-DSR_325","region3","perry"
"3882",1998,"dairyland_seed_co-DSR_338_STS","region3","monmouth"
"3883",1998,"dairyland_seed_co-DSR_338_STS","region3","perry"
"3884",1998,"dairyland_seed_co-DSR_400_STS","region3","monmouth"
"3885",1998,"dairyland_seed_co-DSR_400_STS","region3","perry"
"3886",1998,"dairyland_seed_co-DST_3313_STS","region3","monmouth"
"3887",1998,"dairyland_seed_co-DST_3313_STS","region3","perry"
"3888",1998,"dekalb_genetics_corp-CX_339_C","region3","monmouth"
"3889",1998,"dekalb_genetics_corp-CX_339_C","region3","perry"
"3890",1998,"dekalb_genetics_corp-CX_348","region3","monmouth"
"3891",1998,"dekalb_genetics_corp-CX_348","region3","perry"
"3892",1998,"dekalb_genetics_corp-CX_364_C","region3","monmouth"
"3893",1998,"dekalb_genetics_corp-CX_364_C","region3","perry"
"3894",1998,"dekalb_genetics_corp-CX_393_C","region3","monmouth"
"3895",1998,"dekalb_genetics_corp-CX_393_C","region3","perry"
"3896",1998,"diener_seeds-DB_304","region3","monmouth"
"3897",1998,"diener_seeds-DB_304","region3","perry"
"3898",1998,"diener_seeds-DB_329_C","region3","monmouth"
"3899",1998,"diener_seeds-DB_329_C","region3","perry"
"3900",1998,"diener_seeds-DB_332_S","region3","monmouth"
"3901",1998,"diener_seeds-DB_332_S","region3","perry"
"3902",1998,"diener_seeds-DB_336","region3","monmouth"
"3903",1998,"diener_seeds-DB_336","region3","perry"
"3904",1998,"diener_seeds-DB_352","region3","monmouth"
"3905",1998,"diener_seeds-DB_352","region3","perry"
"3906",1998,"freeman_seed_co-F_3698_N","region3","monmouth"
"3907",1998,"freeman_seed_co-F_3698_N","region3","perry"
"3908",1998,"freeman_seed_co-F_3897","region3","monmouth"
"3909",1998,"freeman_seed_co-F_3897","region3","perry"
"3910",1998,"garst_seed_co-D_350","region3","monmouth"
"3911",1998,"garst_seed_co-D_350","region3","perry"
"3912",1998,"garst_seed_co-D_398","region3","monmouth"
"3913",1998,"garst_seed_co-D_398","region3","perry"
"3914",1998,"golden_harvest-H_1316","region3","monmouth"
"3915",1998,"golden_harvest-H_1316","region3","perry"
"3916",1998,"golden_harvest-H_1383","region3","monmouth"
"3917",1998,"golden_harvest-H_1383","region3","perry"
"3918",1998,"golden_harvest-X_315_STS","region3","monmouth"
"3919",1998,"golden_harvest-X_315_STS","region3","perry"
"3920",1998,"golden_harvest-X_350_STS","region3","monmouth"
"3921",1998,"golden_harvest-X_350_STS","region3","perry"
"3922",1998,"great_lakes_hybrids-GL_3141","region3","monmouth"
"3923",1998,"great_lakes_hybrids-GL_3141","region3","perry"
"3924",1998,"great_lakes_hybrids-GL_3318","region3","monmouth"
"3925",1998,"great_lakes_hybrids-GL_3318","region3","perry"
"3926",1998,"growmark-HS_3071","region3","monmouth"
"3927",1998,"growmark-HS_3071","region3","perry"
"3928",1998,"growmark-HS_3971","region3","monmouth"
"3929",1998,"growmark-HS_3971","region3","perry"
"3930",1998,"growmark-HT_322","region3","monmouth"
"3931",1998,"growmark-HT_322","region3","perry"
"3932",1998,"growmark-HT_361","region3","monmouth"
"3972",1998,"kruger_seed_co-K_3707","region3","monmouth"
"3973",1998,"kruger_seed_co-K_3707","region3","perry"
"3974",1998,"kruger_seed_co-K_3713","region3","monmouth"
"3975",1998,"kruger_seed_co-K_3713","region3","perry"
"3976",1998,"kruger_seed_co-K_3717","region3","monmouth"
"3977",1998,"kruger_seed_co-K_3717","region3","perry"
"3978",1998,"kruger_seed_co-K_3737","region3","monmouth"
"3979",1998,"kruger_seed_co-K_3737","region3","perry"
"3980",1998,"kruger_seed_co-K_3777","region3","monmouth"
"3981",1998,"kruger_seed_co-K_3777","region3","perry"
"3982",1998,"kruger_seed_co-K_3777_A","region3","monmouth"
"3983",1998,"kruger_seed_co-K_3777_A","region3","perry"
"3984",1998,"kruger_seed_co-K_3939","region3","monmouth"
"3985",1998,"kruger_seed_co-K_3939","region3","perry"
"3986",1998,"kruger_seed_co-K_3939+","region3","monmouth"
"3987",1998,"kruger_seed_co-K_3939+","region3","perry"
"3988",1998,"kscchallenger-KB_3424+","region3","monmouth"
"3989",1998,"kscchallenger-KB_3424+","region3","perry"
"4001",1998,"dairyland_seed_co-DSR_325","region3","monmouth"
"4006",1998,"kruger_seed_co-K_3530","region3","perry"
"4007",1998,"pioneer-93B82","region3","perry"
"4008",1998,"stine_seed_co-3160","region3","monmouth"
"4009",1998,"stine_seed_co-3160","region3","perry"
"4010",1998,"stine_seed_co-3171_1","region3","monmouth"
"4011",1998,"stine_seed_co-3171_1","region3","perry"
"4041",1998,"kruger_seed_co-K_3434_A","region3","monmouth"
"4042",1998,"kruger_seed_co-K_3434_A","region3","perry"
"4043",1998,"kruger_seed_co-K_3505+","region3","monmouth"
"4044",1998,"kruger_seed_co-K_3505+","region3","perry"
"4045",1998,"kruger_seed_co-K_3530","region3","monmouth"
"4046",1998,"pioneer-93B82","region3","monmouth"
"4047",1998,"illinois_pride_genetics-IROQUOIS","region3","perry"
"4048",1998,"illinois_pride_genetics-MACON","region3","monmouth"
"4049",1998,"illinois_pride_genetics-MACON","region3","perry"
"4050",1998,"illinois_pride_genetics-MAVERICK","region3","monmouth"
"4051",1998,"illinois_pride_genetics-MAVERICK","region3","perry"
"4052",1998,"stine_seed_co-3398_0","region3","monmouth"
"4053",1998,"stine_seed_co-3398_0","region3","perry"
"4054",1998,"growmark-HT_361","region3","perry"
"4055",1998,"hoblit_seed_co-HB_322","region3","monmouth"
"4056",1998,"hoblit_seed_co-HB_322","region3","perry"
"4057",1998,"hoblit_seed_co-HB_333","region3","monmouth"
"4058",1998,"hoblit_seed_co-HB_333","region3","perry"
"4059",1998,"illinois_pride_genetics-IROQUOIS","region3","monmouth"
"4060",1998,"kruger_seed_co-K_3404","region3","monmouth"
"4061",1998,"kruger_seed_co-K_3404","region3","perry"
"4062",1998,"kruger_seed_co-K_3424","region3","monmouth"
"4063",1998,"kruger_seed_co-K_3424","region3","perry"
"4064",1998,"kruger_seed_co-K_3424_A","region3","monmouth"
"4065",1998,"illinois_pride_genetics-SALINE","region3","monmouth"
"4066",1998,"illinois_pride_genetics-SALINE","region3","perry"
"4067",1998,"kruger_seed_co-K_3132","region3","monmouth"
"4068",1998,"kruger_seed_co-K_3132","region3","perry"
"4069",1998,"kruger_seed_co-K_3232+","region3","monmouth"
"4070",1998,"kruger_seed_co-K_3232+","region3","perry"
"4071",1998,"kruger_seed_co-K_3333+","region3","monmouth"
"4072",1998,"kruger_seed_co-K_3333+","region3","perry"
"4073",1998,"lewis_hybrids-361","region3","monmouth"
"4074",1998,"lewis_hybrids-361","region3","perry"
"4075",1998,"lewis_hybrids-390","region3","monmouth"
"4076",1998,"lewis_hybrids-390","region3","perry"
"4077",1998,"lg_seeds-LG_6339","region3","monmouth"
"4078",1998,"kruger_seed_co-K_3424_A","region3","perry"
"4079",1998,"kruger_seed_co-K_3424+","region3","monmouth"
"4080",1998,"kruger_seed_co-K_3424+","region3","perry"
"4081",1998,"lg_seeds-LG_6395","region3","perry"
"4083",1998,"pioneer-9306","region3","perry"
"4084",1998,"pioneer-93B41","region3","monmouth"
"4085",1998,"pioneer-93B41","region3","perry"
"4086",1998,"stine_seed_co-3398_1","region3","monmouth"
"4087",1998,"lg_seeds-LG_6339","region3","perry"
"4088",1998,"lg_seeds-LG_6369","region3","monmouth"
"4089",1998,"lg_seeds-LG_6369","region3","perry"
"4090",1998,"pioneer-9306","region3","monmouth"
"4091",1998,"stine_seed_co-3398_1","region3","perry"
